CUST ID;BALANCE;BALANCE FREQUENCY;PURCHASES;ONEOFF PURCHASES;INSTALLMENTS PURCHASES;CASH ADVANCE;PURCHASES FREQUENCY;ONEOFF PURCHASES FREQUENCY;PURCHASES INSTALLMENTS FREQUENCY;CASH ADVANCE FREQUENCY;CASH ADVANCE TRX;PURCHASES TRX;CREDIT LIMIT;PAYMENTS;MINIMUM PAYMENTS;PRC FULL PAYMENT;TENURE
C17853;1.533.981;0.545455;141.56;0;141.56;0;0.5;0;0.5;0;0;6;4000;248.103.302;44.570.781;1;12
C17854;82.700.042;1;0;0;0;965.526.999;0;0;0;0.25;20;0;1000;333.441.983;326.953.822;0;12
C17855;3.495.735.827;1;0;0;0;9.413.199.416;0;0;0;0.5;8;0;5000;9.960.882.548;888.371.377;0.083333;12
C17856;1.571.218.695;1;375.24;375.24;0;1.093.862.642;0.7;0.7;0;0.4;9;8;1700;824.975.105;563.475.533;0;10
C17857;180.238.427;1;2749.92;0;2749.92;0;1;0;1;0;0;12;500;2.723.611.325;2.549.226.889;0.083333;12
C17858;2.187.058;0.636364;405;255;150;0;0.333333;0.083333;0.25;0;0;7;4000;414.423.817;88.853.589;0;12
C17859;20.599.719;0.818182;423.62;0;423.62;0;0.75;0;0.666667;0;0;16;2500;452.606.219;165.044.111;0.714286;12
C17860;1.979.782.537;1;1687.62;1396.32;291.3;1.418.626.391;0.916667;0.666667;0.75;0.333333;6;31;3200;86.407.868;643.861.607;0;12
C17861;208.581.872;1;2608.02;2155.67;452.35;0;1;1;0.416667;0;0;51;3500;262.580.225;178.035.597;0.916667;12
C17862;2.041.527.181;1;94.16;0;94.16;972.530.598;0.083333;0;0.083333;0.416667;12;1;2500;1.073.025.534;577.733.132;0;12
C17863;786.158.276;1;679.24;100;579.24;890.644.405;1;0.083333;0.916667;0.25;8;13;1000;1.653.190.684;50.464.823;0.090909;12
C17864;3.019.634;0.25;45.6;0;45.6;0;0.25;0;0.25;0;0;2;1600;73.212.859;111.928.897;0;8
C17865;31.552.814;0.545455;1428.02;509;919.02;0;1;0.25;1;0;0;37;1500;1.137.556.503;45.155.492;0;12
C17866;37.550.351;1;633.24;0;633.24;0;1;0;1;0;0;12;4000;588.246.987;197.915.029;0.416667;12
C17867;717.764.625;1;3358.25;3358.25;0;0;1;1;0;0;0;127;4000;2.370.592.652;202.790.825;0;12
C17868;9.508.385;0.818182;817.66;0;817.66;0;0.833333;0;0.75;0;0;10;2500;761.008.544;15.101.851;0.375;12
C17869;2.911.999;1;347.55;0;347.55;0;0.25;0;0.25;0;0;3;5000;386.639.613;11.802.831;0;12
C17870;0.570113;0.090909;29;29;0;0;0.083333;0.083333;0;0;0;1;2500;319.172.687;;0;12
C17871;14.350.998;1;549.17;0;549.17;0;0.75;0;0.666667;0;0;22;1500;285.145.558;207.003.426;0;12
C17872;1.587.706.693;1;450;0;450;27.092.481;0.5;0;0.5;0.25;4;6;1800;600.299.728;1.032.599.236;0;12
C17873;224.621.264;1;0;0;0;2.561.494.053;0;0;0;0.285714;4;0;4500;434.927.101;330.293.724;0;7
C17874;3.395.090.243;1;0;0;0;907.114.623;0;0;0;0.166667;5;0;9000;9.483.800.873;975.830.612;0.166667;12
C17875;16.834.929;0.454545;15;15;0;209.025.389;0.090909;0.090909;0;0.090909;1;1;7500;430.213.001;86.959.785;0;11
C17876;1.205.235.951;1;413.23;331.87;81.36;0;1;0.75;0.625;0;0;19;1200;47.638.169;46.278.765;0;8
C17877;1.354.623.473;1;495.43;495.43;0;453.244.036;0.75;0.75;0;0.5;8;13;2000;28.031.102;442.992.384;0;12
C17878;1.923.696.463;0.727273;527.6;0;527.6;5.326.343.132;0.25;0;0.25;0.416667;48;25;5000;2.999.461.289;1.008.776.986;0;12
C17879;0;0;30.98;0;30.98;0;0.166667;0;0.166667;0;0;2;4000;63.582.004;1.445.821;0.090909;12
C17880;1.610.489.628;1;0;0;0;811.491.192;0;0;0;0.25;3;0;2000;383.426.341;362.428.606;0;12
C17881;448.426.181;1;0;0;0;1.158.133.733;0;0;0;0.166667;3;0;1400;1.956.051.348;185.615.564;0.083333;12
C17882;2.455.423.773;1;2695.07;227.97;2467.1;1.440.078.629;0.833333;0.166667;0.75;0.333333;6;22;3000;2.963.914.089;882.951.164;0;12
C17883;1.237.897.608;1;403.38;403.38;0;1.593.700.723;0.333333;0.333333;0;0.25;11;4;1500;2.291.077.923;398.248.053;0;12
C17884;1.344.661;0.181818;785.9;0;785.9;0;1;0;1;0;0;20;3000;789.264.325;0.319475;0;12
C17885;1.592.017.292;1;372.09;372.09;0;0;0.166667;0.166667;0;0;0;10;4000;38.929.309;574.750.942;0;12
C17886;264.103.675;0.818182;3568.21;2336.41;1231.8;0;0.75;0.666667;0.583333;0;0;60;1500;4.210.212.171;170.018.992;1;12
C17887;1.096.517.209;0.833333;0;0;0;2.408.490.506;0;0;0;0.666667;6;0;2000;822.741.522;171.049.246;0;6
C17888;1.099.221.912;1;155.8;155.8;0;578.660.857;0.083333;0.083333;0;0.166667;4;2;1200;875.977.859;1.749.680.157;0;12
C17889;1.775.884.148;1;0;0;0;2.444.627.773;0;0;0;0.333333;14;0;2500;3.998.626;646.089.964;0;12
C17890;6.482.798.242;1;0;0;0;706.910.571;0;0;0;0.083333;2;0;7500;4.630.593.136;2.439.310.585;0;12
C17891;301.525.965;1;0;0;0;4.715.033.095;0;0;0;0.416667;11;0;6000;2.234.914.332;719.810.646;0;12
C17892;2.722.532.415;1;0;0;0;2.946.839.566;0;0;0;0.083333;1;0;3000;743.715.499;812.598.903;0;12
C17893;33.585.586;1;298.2;0;298.2;0;1;0;1;0;0;12;4000;299.548.557;171.520.002;1;12
C17894;4.486.637.152;1;1712.75;1712.75;0;1.366.503.207;0.25;0.25;0;0.75;15;4;9500;1.010.548.672;1.154.029.789;0;12
C17895;162.580.388;1;1403.42;153.5;1249.92;0;1;0.166667;0.916667;0;0;16;2500;1.045.177.657;163.608.183;0.1;12
C17896;50.926.002;1;165.97;0;165.97;0;0.583333;0;0.5;0;0;7;1500;11.924.583;332.440.855;0;12
C17897;16.727.286;0.888889;174.46;0;174.46;0;0.888889;0;0.666667;0;0;8;1500;142.694.823;116.628.448;0.333333;9
C17898;706.182.752;1;3304.27;802.8;2501.47;0;0.916667;0.25;0.833333;0;0;30;4000;2.863.455.277;215.790.698;0.25;12
C17899;2.272.494.247;1;614.37;435.37;179;2.072.631.184;0.75;0.333333;0.416667;0.166667;5;23;2500;617.216.175;915.672.534;0;12
C17900;23.981.951;0.454545;1934.16;1934.16;0;0;0.416667;0.416667;0;0;0;6;2500;3.721.903.965;54.690.715;1;12
C17901;987.102.704;1;66.5;66.5;0;770.310.099;0.083333;0.083333;0;0.083333;1;1;2500;284.964.748;232.626.904;0;12
C17902;267.908.144;0.909091;30;30;0;117.579.435;0.090909;0.090909;0;0.454545;5;1;300;198.682.086;176.843.605;0;11
C17903;25.474.414;0.818182;240;0;240;0;1;0;1;0;0;12;2000;188.072.777;127.210.691;0.222222;12
C17904;130.678.469;0.545455;1480.76;1480.76;0;0;0.333333;0.333333;0;0;0;19;1000;2.441.727.849;153.303.679;1;12
C17905;46.586.405;0.909091;0;0;0;895.874.898;0;0;0;0.5;19;0;1000;643.394.901;34.236.985;0;12
C17906;56.748.977;1;470.38;365.38;105;0;1;0.916667;0.416667;0;0;18;4500;51.448.579;207.790.429;0;12
C17907;8.415.931;0.545455;136.36;0;136.36;0;0.333333;0;0.25;0;0;5;1000;333.700.979;113.721.974;0.5;12
C17908;64.937.308;0.636364;442.03;209;233.03;0;0.583333;0.083333;0.5;0;0;8;1200;149.634.213;204.316.917;0;12
C17909;821.011.673;1;399.99;399.99;0;0;0.083333;0.083333;0;0;0;2;2500;1.140.142.325;204.400.186;0;12
C17910;50.004.286;1;341.14;0;341.14;0;1;0;1;0;0;23;3000;231.514.712;13.558.233;0;12
C17911;898.429.424;1;495.7;495.7;0;152.689.916;0.5;0.5;0;0.625;23;4;1200;1.477.267.198;859.154.662;0;8
C17912;3.179.056.936;1;4407.78;3191.23;1216.55;0;1;0.25;0.916667;0;0;29;9000;1.257.677.615;768.936.115;0;12
C17913;132.264.748;1;799.92;0;799.92;0;1;0;1;0;0;20;1000;469.485.706;9.299.951.204;0;12
C17914;12.472.571;0.727273;87.67;87.67;0;0;0.083333;0.083333;0;0;0;5;2000;123.304.221;866.785;0;12
C17915;1.364.897.308;1;0;0;0;1.129.837.811;0;0;0;0.166667;6;0;1500;365.272.698;353.215.704;0;12
C17916;2.572.293.007;1;0;0;0;3.585.959.553;0;0;0;0.333333;6;0;3000;1.364.325.644;587.096.981;0;12
C17917;416.729.679;0.909091;1243.04;1153.34;89.7;0;0.75;0.583333;0.25;0;0;22;3500;2.257.677.587;171.444.686;0.3;12
C17919;508.164.075;1;57;57;0;360.728.419;0.166667;0.166667;0;0.583333;8;2;600;576.386.562;498.342.596;0;12
C17920;6.525.943;0.285714;290.5;0;290.5;0;1;0;0.857143;0;0;7;2000;474.469.741;16.087.082;0;7
C17921;376.997.522;1;0;0;0;928.598.154;0;0;0;0.166667;3;0;1000;1.008.342.761;269.826.013;0;12
C17922;134.299.115;0.909091;1059.18;0;1059.18;0;0.833333;0;0.833333;0;0;10;4000;1.201.538.972;159.033.099;0.727273;12
C17923;3.483.716;0.272727;98.81;0;98.81;0;0.25;0;0.25;0;0;3;3000;368.319.582;135.799.005;1;12
C17924;1.579.595.049;1;35;35;0;0;0.083333;0.083333;0;0;0;1;1800;791.526.478;698.019.678;0;12
C17925;1.520.956.418;1;450.67;0;450.67;0;0.916667;0;0.916667;0;0;11;1500;505.658.258;4.754.136.596;0;12
C17926;664.911.581;1;0;0;0;1.158.897.578;0;0;0;0.166667;2;0;1800;1.977.246.775;212.665.892;0;12
C17927;483.422.715;1;1196.35;738.41;457.94;0;0.75;0.5;0.333333;0;0;17;5000;1.789.757.024;170.786.793;0.083333;12
C17928;179.825.945;1;1212.66;347.61;865.05;456.612.334;0.833333;0.25;0.75;0.083333;1;25;2500;1.711.231.409;160.362.153;0.272727;12
C17929;314.417.629;0.833333;300;85;215;556.806.033;0.833333;0.166667;0.666667;0.166667;2;11;1200;497.384.901;88.127.077;0.25;6
C17930;427.642.111;0.888889;0;0;0;2.563.705.644;0;0;0;0.888889;62;0;1200;2.853.967.334;146.976.542;0.5;9
C17931;112.008.097;1;0;0;0;1.218.392.345;0;0;0;0.25;7;0;2500;299.789.938;320.133.269;0;12
C17933;772.338.967;1;198.39;0;198.39;0;0.636364;0;0.636364;0;0;7;1000;63.876.242;2.928.101.382;0;11
C17934;864.410.501;0.9;0;0;0;1.914.752.895;0;0;0;0.1;1;0;2500;2.290.455.361;178.028.403;0.142857;10
C17935;65.915.182;0.727273;840;0;840;0;0.666667;0;0.583333;0;0;8;1000;1.014.023.858;185.815.051;0.857143;12
C17937;518.894.713;1;0;0;0;2.166.099.038;0;0;0;0.333333;3;0;1200;1.361.199.423;178.257.591;0.5;6
C17938;1.006.592.714;0.909091;1341.62;1341.62;0;0;0.363636;0.363636;0;0;0;186;1200;1.444.198.295;708.609.079;0;11
C17939;89.513.525;0.909091;1452.41;764;688.41;0;0.916667;0.166667;0.833333;0;0;24;3000;1.690.741.787;178.002.763;1;12
C17940;448.808.529;0.909091;0;0;0;667.057.963;0;0;0;0.083333;1;0;4000;65.133.864;192.140.691;0;12
C17941;1.845.623.354;1;480.9;399.62;81.28;1.898.921.039;0.5;0.166667;0.333333;0.5;27;9;3000;1.351.296.989;881.446.699;0;12
C17942;4.326.857;0.545455;100.12;0;100.12;0;0.75;0;0.666667;0;0;9;4000;123.485.948;61.021.667;0.3;12
C17943;124.292.939;1;155;155;0;812.350.168;0.1;0.1;0;0.5;5;1;2500;1.374.631.056;8.992.398;0.1;10
C17944;18.180.646;1;220.06;0;220.06;0;1;0;1;0;0;12;1000;217.276.088;140.596.138;0.7;12
C17945;1.623.723.148;1;1283.16;0;1283.16;274.532.868;1;0;1;0.166667;2;36;1700;1.047.305.005;1.431.799.502;0;12
C17946;1.502.000.147;1;0;0;0;38.652.502;0;0;0;0.166667;2;0;1500;277.216.226;776.108.751;0;12
C17947;106.894.095;0.909091;62.73;0;62.73;0;0.272727;0;0.181818;0;0;3;5000;540.130.507;146.069.474;0.272727;11
C17948;865.161.494;1;857.8;362.33;495.47;0;1;0.583333;1;0;0;37;1200;11.529.477;212.715.695;0;12
C17950;1.199.105;0.272727;20;20;0;0;0.083333;0.083333;0;0;0;1;500;182.462.948;10.700.915;0;12
C17951;34.276.107;1;20;20;0;148.074.839;0.083333;0.083333;0;0.25;3;1;500;507.859.879;198.241.326;0;12
C17952;153.027.262;1;1455.78;631.63;824.15;0;1;0.916667;0.916667;0;0;32;1500;1.057.971.559;167.104.469;0.916667;12
C17953;129.587.959;1;184.27;1;183.27;906.848.796;0.333333;0.083333;0.166667;0.333333;7;10;2000;296.068.191;417.694.654;0;12
C17954;360.671.491;1;3956.64;0;3956.64;148.682.192;1;0;1;0.083333;1;12;4500;4.013.483.114;3.662.236.048;0.25;12
C17955;2.571.837;0.1;99;0;99;0;0.2;0;0.2;0;0;2;2500;45.168.124;;0;10
C17956;2.202.376.446;1;0;0;0;1.701.905.324;0;0;0;0.166667;11;0;6000;512.773.385;546.699.776;0;12
C17957;82.470.475;0.545455;282.75;0;282.75;0;0.25;0;0.25;0;0;3;1000;563.922.891;84.236.228;0;12
C17958;110.984.819;1;261.56;182.37;79.19;1.192.668.467;0.416667;0.333333;0.166667;0.166667;8;8;1200;572.817.257;697.038.439;0;12
C17959;116.343.256;1;38;0;38;0;0.333333;0;0.333333;0;0;4;1500;59.260.669;215.395.806;0;12
C17960;482.671.967;1;0;0;0;18.976.859;0;0;0;0.083333;1;0;500;132.659.676;266.857.429;0;12
C17962;3.332.460.521;1;1061.66;120;941.66;3.820.451.636;1;0.125;0.875;0.5;7;18;4500;117.378.064;857.134.571;0;8
C17963;13.353.513;0.636364;717.95;717.95;0;0;0.636364;0.636364;0;0;0;14;5500;864.238.423;92.807.829;0.75;11
C17964;1.648.217.916;0.857143;250;0;250;1.822.194.082;0.571429;0;0.428571;0.142857;2;8;3000;24.996.881;35.200.023;0;7
C17965;61.763.018;1;35.3;0;35.3;0;0.25;0;0.25;0;0;3;1500;75.285.164;171.993.034;0;12
C17966;722.855.351;1;0;0;0;396.516.695;0;0;0;0.166667;2;0;2500;187.058.515;325.505.999;0;12
C17967;1.836.565.272;1;0;0;0;1.265.552.953;0;0;0;0.166667;5;0;2500;713.124.426;476.311.984;0;12
C17968;4.115.287;0.363636;60;0;60;0;0.333333;0;0.25;0;0;4;2500;109.888.829;166.384.674;0;12
C17969;36.898.142;0.909091;942.34;0;942.34;0;0.916667;0;0.916667;0;0;21;1500;1.007.917.726;9.874.335;0.666667;12
C17970;1.366.778.251;1;5065.83;4539.7;526.13;48.245.421;1;1;0.666667;0.083333;1;69;1700;4.366.758.829;904.850.068;0;12
C17971;771.773.362;1;750;250;500;0;0.333333;0.083333;0.25;0;0;5;4000;204.167.996;260.332.459;0;12
C17972;2.134.176.153;1;4253.64;2666.32;1587.32;0;1;1;0.833333;0;0;69;7000;7.486.403.423;574.771.719;0;12
C17973;9.113.909;1;106.56;0;106.56;0;1;0;1;0;0;12;3000;110.590.507;55.716.728;0.909091;12
C17974;845.815.387;1;37.5;0;37.5;0;0.083333;0;0.083333;0;0;1;1000;0;;0;12
C17975;1.085.648.301;1;45.65;45.65;0;5.096.886.673;0.083333;0.083333;0;0.25;5;1;14500;2.670.733.732;2.917.469.357;0;12
C17976;35.258.799;1;281.81;183.81;98;0;0.666667;0.416667;0.583333;0;0;15;1600;835.301.657;175.210.164;0.083333;12
C17977;4.384.161;1;673.68;0;673.68;0;1;0;1;0;0;12;1000;717.601.973;234.926.499;0;12
C17978;1.348.085.189;1;0;0;0;1.364.200.415;0;0;0;0.25;6;0;3500;721.056.957;372.603.452;0;12
C17979;219.885.039;1;1857.17;1367.65;489.52;0;0.75;0.166667;0.583333;0;0;16;1800;630.186.926;210.086.007;0;12
C17980;2.235.378;0.181818;284.5;284.5;0;0;0.083333;0.083333;0;0;0;2;1000;1.578.650.857;86.173.877;0;12
C17981;25.201.833;0.454545;609.01;0;609.01;0;1;0;1;0;0;50;3000;513.138.281;44.804.433;0.181818;12
C17982;4.617.891.585;1;1973;108;1865;1.817.470.617;0.666667;0.166667;0.583333;0.416667;16;63;4500;2.755.623.951;379.657.669;0;12
C17983;1.757.439.933;0.833333;0;0;0;2.408.007.601;0;0;0;0.166667;6;0;2500;175.115.831;450.616.731;0;6
C17984;1.064.473.728;1;0;0;0;904.682.287;0;0;0;0.166667;6;0;1200;1.769.702.541;410.402.406;0;12
C17985;1.420.656.377;0.875;0;0;0;1.773.769.481;0;0;0;0.25;4;0;2500;316.465.166;344.662.808;0;8
C17986;862.413.024;1;108;0;108;925.602.681;0.333333;0;0.333333;0.333333;10;4;1000;115.118.815;2.977.301.882;0;12
C17988;1.061.570.865;1;0;0;0;525.428.754;0;0;0;0.166667;2;0;2500;417.214.903;235.325.924;0;12
C17989;2.422.926;0.363636;64;0;64;0;0.333333;0;0.333333;0;0;4;4000;151.901.371;7.078.109;0.333333;12
C17990;0;0;147;0;147;0;1;0;1;0;0;12;2500;152.109.132;;0;12
C17991;1.746.714.825;1;0;0;0;113.673.261;0;0;0;0.166667;2;0;1800;354.637.009;756.052.579;0;12
C17992;52.278.293;1;346.46;0;346.46;0;0.916667;0;0.833333;0;0;16;4000;203.562.894;177.972.156;0.333333;12
C17993;4.448.015;0.272727;71.81;0;71.81;0;0.25;0;0.25;0;0;3;3000;257.226.631;130.382.506;1;12
C17994;858.880.154;1;65;65;0;105.441.113;0.083333;0.083333;0;0.416667;6;1;3000;1.288.141.804;207.770.998;0;12
C17995;1.034.332.765;1;0;0;0;279.336.255;0;0;0;0.25;6;0;1000;714.753.968;660.660.155;0;12
C17996;68.156.278;1;785.76;0;785.76;0;1;0;1;0;0;33;2000;708.743.776;181.392.809;0.083333;12
C17997;3.919.394.766;1;467.06;467.06;0;1.117.377.587;0.333333;0.333333;0;0.5;15;6;8000;6.854.447.424;1.202.767.539;0.1;12
C17998;23.394.425;1;2941.53;1032.4;1909.13;0;1;0.5;1;0;0;86;3000;2.055.656.122;697.394.834;0;12
C17999;0;0;228.59;0;228.59;0;0.75;0;0.75;0;0;16;4000;545.756.332;;0;12
C18000;91.478.145;0.636364;209.4;0;209.4;0;0.333333;0;0.333333;0;0;4;2000;431.612.195;129.715.755;0;12
C18001;58.603.273;0.181818;2080.51;2080.51;0;0;0.166667;0.166667;0;0;0;7;2500;1.965.056.445;14.242.628;0;12
C18002;38.475.299;0.818182;61.8;0;61.8;0;0.333333;0;0.333333;0;0;4;1000;165.771.479;137.482.544;0;12
C18003;477.903.003;1;566.12;396.51;169.61;493.409.789;0.333333;0.25;0.25;0.416667;7;12;1500;457.330.803;210.151.115;0;12
C18004;1.291.394.861;1;778.12;289.86;488.26;0;1;0.25;0.916667;0;0;21;1200;853.446.434;33.541.893;0;12
C18005;54.713.751;0.909091;578.6;0;578.6;0;0.833333;0;0.75;0;0;10;2500;607.673.138;184.597.912;0.333333;12
C18006;223.281.483;1;4151.48;3113.59;1037.89;0;1;0.916667;1;0;0;92;3000;3.450.614.791;171.300.306;0.9;12
C18007;1.641.801.417;1;1192.18;328.21;863.97;1.026.486.577;1;0.083333;1;0.416667;8;19;2000;1.739.401.295;606.312.146;0;12
C18008;107.271.213;1;726.42;0;726.42;0;0.833333;0;0.75;0;0;12;1000;744.715.148;16.866.921;0.888889;12
C18009;99.040.178;1;1100;0;1100;0;0.833333;0;0.833333;0;0;10;1000;1.310.127.669;16.738.994;0.727273;12
C18010;972.604.156;1;0;0;0;803.573.286;0;0;0;0.166667;2;0;1200;75.150.856;230.564.527;0;12
C18011;357.593.551;1;68;0;68;0;0.333333;0;0.333333;0;0;4;1500;243.400.118;194.028.384;0;12
C18012;15.922.218;1;300;0;300;0;1;0;1;0;0;12;2000;276.242.239;;0;12
C18013;53.090.328;1;546.7;0;546.7;4.768.994;0.833333;0;0.75;0.083333;1;14;2500;753.224.953;128.402.444;0.454545;12
C18014;82.766.215;1;965;890;75;0;0.333333;0.166667;0.166667;0;0;4;2000;748.605.862;330.125.475;0;12
C18015;615.726.189;0.666667;1317.34;1317.34;0;0;0.222222;0.222222;0;0;0;2;2500;328.995.042;185.210.313;0;9
C18016;94.277.559;0.818182;2290;0;2290;0;0.833333;0;0.833333;0;0;10;4500;2.525.565.248;17.482.689;0;12
C18017;1.219.044.349;1;0;0;0;927.862.723;0;0;0;0.333333;15;0;2500;259.368.165;303.515.952;0;12
C18018;16.707.289;0.875;69.23;0;69.23;0;0.875;0;0.75;0;0;7;1500;43.829.632;111.411.433;0;8
C18019;1.361.203.619;1;952.09;523.09;429;2.749.569.996;0.583333;0.166667;0.416667;0.333333;4;19;1500;4.256.495.061;42.696.591;0.083333;12
C18020;2.194.238.291;1;545.83;545.83;0;3.222.211.747;0.166667;0.166667;0;0.416667;7;2;8000;498.274.938;735.839.735;0;12
C18021;445.146.763;0.857143;2118.54;950.19;1168.35;203.910.421;0.857143;0.714286;0.714286;0.285714;3;27;1000;1.443.057.787;229.489.434;0.4;7
C18022;32.726.042;0.636364;303.51;303.51;0;0;0.333333;0.333333;0;0;0;5;1200;550.181.692;100.810.197;0.666667;12
C18023;289.614.848;1;321.81;118.16;203.65;1.925.397.633;0.5;0.166667;0.25;0.333333;4;9;3500;59.984.614;1.440.449.304;0;12
C18024;1.630.431.093;1;43.89;43.89;0;534.841.135;0.083333;0.083333;0;0.083333;3;1;6000;3.281.742.636;536.479.995;0;12
C18025;1.847.085.007;1;1573.35;592;981.35;0;0.916667;0.416667;0.75;0;0;40;6000;575.443.785;429.239.075;0;12
C18026;779.577.168;0.454545;0;0;0;2.757.126.538;0;0;0;0.25;4;0;6000;9.307.719.055;515.375.559;0.2;12
C18027;76.631.162;1;406.78;406.78;0;0;0.272727;0.272727;0;0;0;3;7500;59.346.007;114.512.379;0.2;11
C18028;532.738.123;1;5403.84;642.52;4761.32;0;1;1;1;0;0;85;7500;4.908.599.625;22.717.588;1;12
C18029;1.060.630.483;1;330;0;330;0;1;0;1;0;0;12;1000;588.576.603;794.656.428;0;12
C18031;840.144.184;1;2790.72;2156.94;633.78;0;1;1;0.666667;0;0;44;1000;272.395.421;36.173.511;0.083333;12
C18032;377.723.728;1;4587.21;4558.29;28.92;0;1;1;0.083333;0;0;37;4500;4.169.408.064;185.710.281;1;12
C18033;84.442.485;1;1515.73;837.57;678.16;0;0.916667;0.416667;0.5;0;0;17;2000;1.421.806.435;138.105.996;1;12
C18034;1.145.052.414;1;115.95;115.95;0;191.654.534;0.083333;0.083333;0;0.083333;1;1;1500;1.703.004.051;37.443.666;0.083333;12
C18035;1.109.606.747;1;1625.95;1022.66;603.29;0;1;0.5;0.666667;0;0;28;3000;290.793.658;334.180.282;0;12
C18036;868.618;0.454545;55.72;0;55.72;0;0.416667;0;0.416667;0;0;5;1500;155.849.599;139.831.502;0.333333;12
C18037;46.359.969;1;811.11;811.11;0;234.763.929;0.5;0.5;0;0.166667;2;11;500;990.743.027;257.174.899;0;12
C18038;100.418.706;0.909091;1021.13;0;1021.13;0;0.833333;0;0.833333;0;0;10;2000;1.143.833.292;160.392.028;1;12
C18039;1.095.984.736;1;374.53;374.53;0;1.391.256.381;0.5;0.5;0;0.416667;14;8;1200;2.351.506.776;432.324.173;0.083333;12
C18040;342.742.855;1;3673.32;0;3673.32;0;1;0;1;0;0;12;4500;3.353.963.174;3.605.839.798;0.333333;12
C18041;645.406.005;1;0;0;0;929.220.085;0;0;0;0.333333;4;0;1000;193.013.564;310.454.708;0;12
C18042;123.456.942;1;1378.92;0;1378.92;0;1;0;1;0;0;12;2500;1.313.596.455;181.026.879;1;12
C18043;1.492.606.493;0.777778;0;0;0;236.157.578;0;0;0;0.555556;17;0;2500;543.321.868;478.995.513;0;9
C18044;0;0;110.4;0;110.4;0;1;0;1;0;0;12;1000;0;;0;12
C18045;230.565.492;1;2092.44;0;2092.44;0;1;0;1;0;0;14;2000;1.928.226.431;179.447.673;0.916667;12
C18046;144.555.083;0.363636;1352.1;1352.1;0;0;0.166667;0.166667;0;0;0;3;2500;656.758.103;77.571.584;0;12
C18047;0;0;1027.92;0;1027.92;0;1;0;1;0;0;12;2500;1.028.353.304;13.395.434;0;12
C18048;968.188.634;1;69.44;0;69.44;0;0.25;0;0.25;0;0;3;1000;251.875.749;443.131.452;0;12
C18049;464.578.589;1;0;0;0;50.258.572;0;0;0;0.583333;12;0;500;667.531.731;190.628.474;0;12
C18050;1.659.190.866;1;770.9;0;770.9;1.191.521.187;1;0;0.916667;0.083333;1;24;2500;58.892.213;1.333.379.401;0;12
C18051;293.643.825;1;2177.32;1919.37;257.95;1.935.422.714;0.666667;0.416667;0.416667;0.416667;23;16;5000;1.513.160.603;2.151.054.928;0;12
C18052;2.743.766.025;1;150;150;0;1.562.979.881;0.083333;0.083333;0;0.416667;9;1;3500;623.036.521;585.518.894;0;12
C18053;2.900.907.214;1;1189.36;819.32;370.04;1.572.492.719;0.666667;0.333333;0.333333;0.333333;7;20;6500;962.792.486;1.226.820.327;0;12
C18054;785.704.401;1;1059.82;899.82;160;2.083.277.724;0.666667;0.416667;0.25;0.5;11;10;3600;2.380.838.508;24.276.267;0;12
C18055;884.175.745;1;266.56;89.9;176.66;365.489.055;0.333333;0.083333;0.25;0.166667;3;6;1200;1.094.557.296;807.206.399;0;12
C18056;618.966.003;1;4709.14;395.92;4313.22;0;1;0.166667;1;0;0;18;4500;4.627.972.313;3.959.316.506;0.083333;12
C18057;6.682.815;0.363636;202.15;0;202.15;0;0.416667;0;0.416667;0;0;5;4000;554.377.554;99.249.569;1;12
C18058;665.623.904;0.636364;581.43;0;581.43;2.158.502.052;0.583333;0;0.5;0.083333;1;11;2500;593.859.264;663.911.004;0;12
C18059;130.890.211;0.363636;131.26;0;131.26;0;0.333333;0;0.333333;0;0;4;3000;763.568.532;67.294.065;0.090909;12
C18060;2.030.838.228;1;3165.54;1591.65;1573.89;0;1;0.583333;1;0;0;151;6000;1.872.134.044;43.877.119;0;12
C18061;411.362.969;1;10.79;0;10.79;0;0.166667;0;0.166667;0;0;1;1200;918.160.924;166.281.511;0;12
C18062;1.091.973.832;1;0;0;0;77.349.474;0;0;0;0.083333;1;0;1200;259.506.889;518.930.756;0;12
C18063;7.732.592;1;664.51;0;664.51;0;0.916667;0;0.833333;0;0;11;2500;623.532.457;174.762.624;1;12
C18064;1.131.503.917;1;120;120;0;0;0.083333;0.083333;0;0;0;1;1200;352.210.107;470.738.221;0;12
C18065;1.723.887.407;1;2598.91;1433.1;1165.81;695.211.518;0.916667;0.583333;0.833333;0.166667;4;50;2500;3.590.348.857;847.217.144;0.083333;12
C18066;1.901.482;0.454545;604.26;0;604.26;0;0.583333;0;0.583333;0;0;10;4000;754.866.138;5.486.388;0.1;12
C18067;1.337.287.314;1;1662.41;1662.41;0;0;0.5;0.5;0;0;0;10;1500;1.670.844.026;1.995.395.096;0;12
C18068;26.531.265;0.545455;373.39;0;373.39;0;0.636364;0;0.636364;0;0;7;3000;535.206.387;140.926.151;1;11
C18069;955.588.927;1;0;0;0;54.066.975;0;0;0;0.166667;2;0;1000;196.542.314;278.361.413;0;12
C18070;90.304.158;1;350;350;0;0;0.090909;0.090909;0;0;0;2;1000;482.501.636;4.440.465;0;11
C18071;218.004.416;1;0;0;0;272.866.274;0;0;0;0.083333;2;0;500;186.269.591;177.363.707;0;12
C18072;328.943.655;0.714286;0;0;0;746.311.927;0;0;0;0.285714;2;0;1500;498.286.059;103.323.766;0;7
